generation_id,Formula,Space group,"$E_{\text{hull}}$, eV / atom","$E_{\text{reduction}}$, V \emph{vs.} Li/Li$^+$","$E_{\text{oxidation}}$, V \emph{vs.} Li/Li$^+$","$E_{\text{rxn}}$, eV / atom","$\sigma_{\text{Li}}^{\text{300 K}}$, mS / cm","$\sigma_{\text{Li}}^{\text{300 K}}$, mS / cm (standard error)",structure_cif
wf_mace_mpa_am20_b3_5602,Li$_{2}$ZrCl$_{6}$,$C2$,0.0,1.79,4.28,-0.02,0.2678353255014678,0.044332786960434974,"data_image0
_chemical_formula_structural       Li4Cl12Zr2
_chemical_formula_sum              ""Li4 Cl12 Zr2""
_cell_length_a       6.842570083390362
_cell_length_b       11.218783331852798
_cell_length_c       6.578014941134856
_cell_angle_alpha    90.0
_cell_angle_beta     108.87252859991578
_cell_angle_gamma    90.0

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Li  Li1       1.0  0.0  0.8001212493908922  0.0  1.0000
  Li  Li2       1.0  0.5000000000000003  0.30012124939089335  5.2113262731199677e-17  1.0000
  Li  Li3       1.0  0.9999999999999999  0.012544353903142458  0.4999999999999996  1.0000
  Li  Li4       1.0  0.5000000000000004  0.5125443539031421  0.4999999999999994  1.0000
  Cl  Cl1       1.0  0.7548176180742664  0.283604882610023  0.7763972909920445  1.0000
  Cl  Cl2       1.0  0.24518238192573472  0.2836048826100229  0.2236027090079543  1.0000
  Cl  Cl3       1.0  0.2548176180742653  0.7836048826100227  0.7763972909920449  1.0000
  Cl  Cl4       1.0  0.7451823819257356  0.7836048826100226  0.22360270900795448  1.0000
  Cl  Cl5       1.0  0.3161473781472243  0.4711200602220545  0.7541568026869896  1.0000
  Cl  Cl6       1.0  0.6838526218527756  0.47112006022205455  0.24584319731300927  1.0000
  Cl  Cl7       1.0  0.18385262185277584  0.9711200602220551  0.24584319731300927  1.0000
  Cl  Cl8       1.0  0.2653135204754154  0.6384287172511085  0.22568853256229518  1.0000
  Cl  Cl9       1.0  0.7346864795245843  0.6384287172511077  0.774311467437704  1.0000
  Cl  Cl10      1.0  0.765313520475416  0.13842871725110834  0.2256885325622952  1.0000
  Cl  Cl11      1.0  0.23468647952458432  0.13842871725110809  0.7743114674377037  1.0000
  Cl  Cl12      1.0  0.8161473781472242  0.971120060222055  0.7541568026869894  1.0000
  Zr  Zr1       1.0  0.9999999999999999  0.1400760331863571  0.0  1.0000
  Zr  Zr2       1.0  0.5000000000000002  0.640076033186357  5.2113262731199677e-17  1.0000
"
wf_mace_mpa_am20_b3_42002,LiYCl$_{4}$,$Pc$,0.02,0.64,4.28,0.0,0.1931593088860507,0.04486901979875791,"data_image0
_chemical_formula_structural       Li2Cl8Y2
_chemical_formula_sum              ""Li2 Cl8 Y2""
_cell_length_a       6.548873503744701
_cell_length_b       7.994204596443054
_cell_length_c       6.8776509338920295
_cell_angle_alpha    90.0
_cell_angle_beta     73.24291743098354
_cell_angle_gamma    90.0

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Li  Li1       1.0  0.004213299965849293  0.0003585523221076062  0.9052472756282064  1.0000
  Li  Li2       1.0  0.004213299965848183  0.999641447677893  0.40524727562820667  1.0000
  Cl  Cl1       1.0  0.228191101749392  0.13204071250531735  0.5941084546131813  1.0000
  Cl  Cl2       1.0  0.22819110174939194  0.8679592874946814  0.09410845461318142  1.0000
  Cl  Cl3       1.0  0.7353148703973421  0.5985480125534842  0.16341865568021072  1.0000
  Cl  Cl4       1.0  0.7353148703973428  0.4014519874465151  0.6634186556802113  1.0000
  Cl  Cl5       1.0  0.7770445766694061  0.12645038584460314  0.22068922148671777  1.0000
  Cl  Cl6       1.0  0.7770445766694065  0.8735496141553978  0.720689221486718  1.0000
  Cl  Cl7       1.0  0.28146601527752846  0.39497879340173353  0.14081915053695493  1.0000
  Cl  Cl8       1.0  0.2814660152775276  0.605021206598265  0.6408191505369556  1.0000
  Y   Y1        1.0  0.505414245107101  0.36126971544704056  0.4054802510578082  1.0000
  Y   Y2        1.0  0.5054142451071012  0.6387302845529594  0.9054802510578067  1.0000
"
wf_mace_mpa_am20_b3_25956,LiMgCl$_{3}$,$C2/m$,0.01,0.87,4.28,0.0,0.17086522517674155,0.04342830652285045,"data_image0
_chemical_formula_structural       Li4Mg4Cl12
_chemical_formula_sum              ""Li4 Mg4 Cl12""
_cell_length_a       6.424105424708994
_cell_length_b       10.953419282407923
_cell_length_c       6.4642571179902495
_cell_angle_alpha    90.00000000000001
_cell_angle_beta     70.24278212401627
_cell_angle_gamma    90.0

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Li  Li1       1.0  0.0  0.0  0.0  1.0000
  Li  Li2       1.0  0.5000000000000001  0.5000000000000002  0.0  1.0000
  Li  Li3       1.0  0.9999999999999998  0.5000000000000002  0.500000000000001  1.0000
  Li  Li4       1.0  0.5000000000000002  0.0  0.500000000000001  1.0000
  Mg  Mg1       1.0  1.1978538520179563e-17  0.6667879965168667  4.951252736830906e-19  1.0000
  Mg  Mg2       1.0  4.0899659913977286e-18  0.3332120034831331  0.0  1.0000
  Mg  Mg3       1.0  0.5000000000000001  0.8332120034831327  0.0  1.0000
  Mg  Mg4       1.0  0.5000000000000001  0.166787996516867  0.0  1.0000
  Cl  Cl1       1.0  0.2496722761848199  0.33457977032030545  0.22431678890215817  1.0000
  Cl  Cl2       1.0  0.2503277238151806  0.16542022967969458  0.7756832110978427  1.0000
  Cl  Cl3       1.0  0.7503277238151805  0.665420229679695  0.7756832110978437  1.0000
  Cl  Cl4       1.0  0.24967227618481985  0.6654202296796952  0.22431678890215823  1.0000
  Cl  Cl5       1.0  0.7245204709032258  0.0  0.7585246548754144  1.0000
  Cl  Cl6       1.0  0.2754795290967742  0.0  0.24147534512458677  1.0000
  Cl  Cl7       1.0  0.22452047090322635  0.5000000000000002  0.7585246548754133  1.0000
  Cl  Cl8       1.0  0.775479529096775  0.5000000000000002  0.2414753451245869  1.0000
  Cl  Cl9       1.0  0.2503277238151807  0.8345797703203054  0.7756832110978428  1.0000
  Cl  Cl10      1.0  0.7496722761848201  0.8345797703203057  0.22431678890215914  1.0000
  Cl  Cl11      1.0  0.7496722761848201  0.16542022967969458  0.22431678890215917  1.0000
  Cl  Cl12      1.0  0.7503277238151804  0.3345797703203053  0.7756832110978437  1.0000
"
wf_mace_mpa_am20_b3_39841,Li$_{5}$AlF$_{8}$,$P1$,0.05,1.06,6.34,-0.01,0.1457505213210951,0.0482894149410214,"data_image0
_chemical_formula_structural       Li5F8Al
_chemical_formula_sum              ""Li5 F8 Al1""
_cell_length_a       4.92746326328003
_cell_length_b       5.11676573802821
_cell_length_c       5.899503089631122
_cell_angle_alpha    84.04467149635373
_cell_angle_beta     99.92193039729142
_cell_angle_gamma    80.3312807065574

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Li  Li1       1.0  0.03770513343829518  0.554863470540003  0.598758122919819  1.0000
  Li  Li2       1.0  0.9870522697325372  0.06680181294990795  0.8017978628768798  1.0000
  Li  Li3       1.0  0.5250999584883222  0.8629104331392604  0.2502604436601125  1.0000
  Li  Li4       1.0  0.5120004834346664  0.2865951499654432  0.4455710343725747  1.0000
  Li  Li5       1.0  0.5063943061046747  0.8522609932953257  0.761277326975805  1.0000
  F   F1        1.0  0.26595019071819337  0.22070335645070774  0.16384723957594716  1.0000
  F   F2        1.0  0.8049891173499597  0.45766881276973603  0.3080909526152187  1.0000
  F   F3        1.0  0.27421333534022857  0.1934327354493213  0.664549685569398  1.0000
  F   F4        1.0  0.7820474607491221  0.8678740062678563  0.03163292525940937  1.0000
  F   F5        1.0  0.2525844995982213  0.6511354979788834  0.3453078018959491  1.0000
  F   F6        1.0  0.741073593134424  0.9257410400272992  0.5441499565425459  1.0000
  F   F7        1.0  0.8234196711520626  0.43348212792465224  0.8474160594621659  1.0000
  F   F8        1.0  0.2269743993989017  0.6942691040197503  0.8987454841931146  1.0000
  Al  Al1       1.0  0.025590913764152345  0.5386021464133092  0.10117876480313943  1.0000
"
wf_mace_mpa_am20_b3_41298,Li$_{2}$ZrCl$_{6}$,$C2/m$,0.0,1.7,4.32,-0.01,0.13277443302442146,0.03590325800525742,"data_image0
_chemical_formula_structural       Li4Cl12Zr2
_chemical_formula_sum              ""Li4 Cl12 Zr2""
_cell_length_a       6.462795596845663
_cell_length_b       11.185008337218383
_cell_length_c       7.957393051315425
_cell_angle_alpha    90.0
_cell_angle_beta     54.458773700865024
_cell_angle_gamma    90.0

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Li  Li1       1.0  0.0  0.8316329020064738  0.49999999999999983  1.0000
  Li  Li2       1.0  0.0  0.16836709799352606  0.4999999999999999  1.0000
  Li  Li3       1.0  0.49999999999999933  0.3316329020064739  0.5000000000000003  1.0000
  Li  Li4       1.0  0.49999999999999933  0.6683670979935264  0.5000000000000003  1.0000
  Cl  Cl1       1.0  0.9749066191036361  0.9999999999999999  0.28347336736469986  1.0000
  Cl  Cl2       1.0  0.025093380896362927  0.9999999999999999  0.716526632635301  1.0000
  Cl  Cl3       1.0  0.49392173831359915  0.1605039846160311  0.2840159726892684  1.0000
  Cl  Cl4       1.0  0.5060782616864  0.16050398461603108  0.7159840273107319  1.0000
  Cl  Cl5       1.0  0.5060782616864  0.8394960153839687  0.7159840273107317  1.0000
  Cl  Cl6       1.0  0.49392173831359915  0.8394960153839687  0.2840159726892687  1.0000
  Cl  Cl7       1.0  0.006078261686400581  0.6605039846160313  0.7159840273107314  1.0000
  Cl  Cl8       1.0  0.5250933808963635  0.49999999999999994  0.7165266326353003  1.0000
  Cl  Cl9       1.0  0.006078261686400581  0.33949601538396884  0.7159840273107315  1.0000
  Cl  Cl10      1.0  0.9939217383135985  0.3394960153839688  0.2840159726892686  1.0000
  Cl  Cl11      1.0  0.9939217383135985  0.6605039846160313  0.2840159726892686  1.0000
  Cl  Cl12      1.0  0.4749066191036356  0.49999999999999994  0.2834733673646997  1.0000
  Zr  Zr1       1.0  0.49999999999999933  0.9999999999999999  0.5000000000000003  1.0000
  Zr  Zr2       1.0  0.0  0.49999999999999994  0.4999999999999999  1.0000
"
wf_mace_mpa_am20_b3_29505,Li$_{3}$GaF$_{6}$,$C2/c$,0.04,2.26,6.51,0.0,0.10605046958661747,0.020551929604737833,"data_image0
_chemical_formula_structural       Li12F24Ga4
_chemical_formula_sum              ""Li12 F24 Ga4""
_cell_length_a       8.278984655487479
_cell_length_b       5.97311096118759
_cell_length_c       9.832658958359119
_cell_angle_alpha    90.0
_cell_angle_beta     64.9823042953948
_cell_angle_gamma    90.0

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Li  Li1       1.0  0.8326641352983245  0.12237217396467139  0.5843065269280778  1.0000
  Li  Li2       1.0  0.5000000000000003  0.12477862790219385  0.2499999999999998  1.0000
  Li  Li3       1.0  1.363758935295828e-16  0.37522137209780765  0.7500000000000012  1.0000
  Li  Li4       1.0  0.9999999999999999  0.6247786279021927  0.2500000000000002  1.0000
  Li  Li5       1.0  0.3326641352983232  0.377627826035329  0.0843065269280781  1.0000
  Li  Li6       1.0  0.6673358647016765  0.37762782603532913  0.4156934730719221  1.0000
  Li  Li7       1.0  0.5000000000000004  0.8752213720978071  0.7500000000000008  1.0000
  Li  Li8       1.0  0.33266413529832367  0.6223721739646714  0.5843065269280793  1.0000
  Li  Li9       1.0  0.8326641352983244  0.8776278260353291  0.08430652692807734  1.0000
  Li  Li10      1.0  0.16733586470167647  0.8776278260353294  0.4156934730719224  1.0000
  Li  Li11      1.0  0.16733586470167658  0.12237217396467145  0.9156934730719237  1.0000
  Li  Li12      1.0  0.667335864701677  0.6223721739646715  0.9156934730719237  1.0000
  F   F1        1.0  0.5897681739390039  0.8511986627451453  0.1000679706666559  1.0000
  F   F2        1.0  0.41023182606099595  0.8511986627451451  0.39993202933334454  1.0000
  F   F3        1.0  0.7646243748728581  0.12323394407374089  0.25005072453823807  1.0000
  F   F4        1.0  0.2353756251271424  0.12323394407374066  0.24994927546176213  1.0000
  F   F5        1.0  0.23537562512714266  0.8767660559262608  0.7499492754617632  1.0000
  F   F6        1.0  0.2646243748728575  0.6232339440737394  0.25005072453823846  1.0000
  F   F7        1.0  0.7353756251271435  0.6232339440737393  0.24994927546176227  1.0000
  F   F8        1.0  0.7353756251271428  0.3767660559262606  0.7499492754617633  1.0000
  F   F9        1.0  0.26462437487285756  0.3767660559262606  0.7500507245382391  1.0000
  F   F10       1.0  0.5897681739390046  0.1488013372548554  0.6000679706666554  1.0000
  F   F11       1.0  0.7646243748728581  0.8767660559262607  0.7500507245382384  1.0000
  F   F12       1.0  0.4102318260609961  0.14880133725485542  0.8999320293333469  1.0000
  F   F13       1.0  0.059382668980568785  0.10419230532069346  0.6000507439391198  1.0000
  F   F14       1.0  0.08976817393900403  0.3511986627451448  0.10006797066665568  1.0000
  F   F15       1.0  0.08976817393900437  0.6488013372548557  0.6000679706666566  1.0000
  F   F16       1.0  0.9102318260609972  0.6488013372548554  0.899932029333346  1.0000
  F   F17       1.0  0.9406173310194316  0.10419230532069337  0.8999492560608799  1.0000
  F   F18       1.0  0.9406173310194317  0.8958076946793074  0.399949256060881  1.0000
  F   F19       1.0  0.05938266898056874  0.8958076946793073  0.10005074393912028  1.0000
  F   F20       1.0  0.5593826689805692  0.604192305320694  0.60005074393912  1.0000
  F   F21       1.0  0.4406173310194314  0.6041923053206937  0.8999492560608802  1.0000
  F   F22       1.0  0.44061733101943135  0.3958076946793063  0.3999492560608814  1.0000
  F   F23       1.0  0.5593826689805693  0.3958076946793065  0.10005074393912006  1.0000
  F   F24       1.0  0.9102318260609964  0.3511986627451448  0.3999320293333448  1.0000
  Ga  Ga1       1.0  0.5000000000000003  0.62373483151897  0.24999999999999986  1.0000
  Ga  Ga2       1.0  0.9999999999999999  0.12373483151896969  0.2500000000000003  1.0000
  Ga  Ga3       1.0  1.4536947495199304e-16  0.8762651684810316  0.7500000000000011  1.0000
  Ga  Ga4       1.0  0.5000000000000004  0.37626516848103037  0.7500000000000008  1.0000
"
wf_mace_mpa_am20_b3_18253,Li$_{2}$ZrCl$_{6}$,$C2/c$,0.02,1.79,4.28,-0.02,0.10424642887250324,0.03671355164761336,"data_image0
_chemical_formula_structural       Li8Cl24Zr4
_chemical_formula_sum              ""Li8 Cl24 Zr4""
_cell_length_a       6.747688742948639
_cell_length_b       11.567629143295465
_cell_length_c       12.765471909271284
_cell_angle_alpha    90.0
_cell_angle_beta     109.97271668853426
_cell_angle_gamma    90.0

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Li  Li1       1.0  0.0  0.1400052375067558  0.25000000000000006  1.0000
  Li  Li2       1.0  0.9999999999999998  0.8599947624932437  0.7499999999999998  1.0000
  Li  Li3       1.0  0.5000000000000006  0.6400052375067562  0.25000000000000006  1.0000
  Li  Li4       1.0  0.5000000000000002  0.35999476249324447  0.75  1.0000
  Li  Li5       1.0  3.6002948804576656e-17  0.845388841247015  0.25  1.0000
  Li  Li6       1.0  0.9999999999999998  0.15461115875298626  0.7499999999999998  1.0000
  Li  Li7       1.0  0.5000000000000006  0.3453888412470136  0.2500000000000001  1.0000
  Li  Li8       1.0  0.5000000000000002  0.6546111587529868  0.7499999999999998  1.0000
  Cl  Cl1       1.0  0.20179020228313194  0.8403041509027916  0.12181067424352741  1.0000
  Cl  Cl2       1.0  0.7982097977168715  0.8403041509027915  0.37818932575647257  1.0000
  Cl  Cl3       1.0  0.766997933113565  0.001529467755963669  0.6162795140874131  1.0000
  Cl  Cl4       1.0  0.23300206688643624  0.0015294677559637491  0.8837204859125875  1.0000
  Cl  Cl5       1.0  0.23300206688643602  0.9984705322440371  0.3837204859125856  1.0000
  Cl  Cl6       1.0  0.7330020668864375  0.49847053224403576  0.38372048591258634  1.0000
  Cl  Cl7       1.0  0.2669979331135646  0.5015294677559643  0.6162795140874127  1.0000
  Cl  Cl8       1.0  0.7330020668864384  0.5015294677559643  0.8837204859125875  1.0000
  Cl  Cl9       1.0  0.20179020228313158  0.15969584909720852  0.6218106742435274  1.0000
  Cl  Cl10      1.0  0.2669979331135644  0.4984705322440359  0.1162795140874136  1.0000
  Cl  Cl11      1.0  0.7669979331135648  0.9984705322440371  0.11627951408741373  1.0000
  Cl  Cl12      1.0  0.79820979771687  0.15969584909720852  0.8781893257564719  1.0000
  Cl  Cl13      1.0  0.7017902022831326  0.6596958490972089  0.6218106742435271  1.0000
  Cl  Cl14      1.0  0.7017902022831323  0.34030415090279187  0.1218106742435273  1.0000
  Cl  Cl15      1.0  0.29820979771686856  0.6596958490972089  0.8781893257564732  1.0000
  Cl  Cl16      1.0  0.7218533026089496  0.35231055521753013  0.6310702005154128  1.0000
  Cl  Cl17      1.0  0.2781466973910515  0.35231055521753013  0.8689297994845866  1.0000
  Cl  Cl18      1.0  0.27814669739105163  0.6476894447824705  0.368929799484587  1.0000
  Cl  Cl19      1.0  0.7218533026089511  0.6476894447824701  0.13107020051541268  1.0000
  Cl  Cl20      1.0  0.22185330260894914  0.8523105552175315  0.631070200515413  1.0000
  Cl  Cl21      1.0  0.7781466973910517  0.8523105552175311  0.8689297994845867  1.0000
  Cl  Cl22      1.0  0.7781466973910526  0.14768944478247004  0.3689297994845874  1.0000
  Cl  Cl23      1.0  0.22185330260894873  0.14768944478246998  0.13107020051541263  1.0000
  Cl  Cl24      1.0  0.29820979771686856  0.3403041509027918  0.3781893257564726  1.0000
  Zr  Zr1       1.0  0.5000000000000009  0.5000000000000001  0.9999999999999999  1.0000
  Zr  Zr2       1.0  1.8924346634880885e-32  0.0  0.9999999999999999  1.0000
  Zr  Zr3       1.0  0.9999999999999999  2.7000365515617746e-17  0.5000000000000001  1.0000
  Zr  Zr4       1.0  0.5000000000000014  0.5000000000000001  0.5000000000000003  1.0000
"
wf_mace_mpa_am20_b3_28508,Li$_{2}$MgCl$_{4}$,$P2/m$,0.01,0.87,4.28,0.0,0.10171998301561123,0.044425119337109735,"data_image0
_chemical_formula_structural       Li2MgCl4
_chemical_formula_sum              ""Li2 Mg1 Cl4""
_cell_length_a       6.395148695925954
_cell_length_b       3.643733326088846
_cell_length_c       6.436880457693647
_cell_angle_alpha    90.0
_cell_angle_beta     109.51611737276916
_cell_angle_gamma    90.0

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Li  Li1       1.0  0.5000000000000001  0.0  0.49999999999999994  1.0000
  Li  Li2       1.0  0.9999999999999998  0.0  0.9999999999999999  1.0000
  Mg  Mg1       1.0  0.5  0.5000000000000001  0.9999999999999999  1.0000
  Cl  Cl1       1.0  0.7334439127958651  0.0  0.2341343883419519  1.0000
  Cl  Cl2       1.0  0.2665560872041352  6.7192973120195306e-18  0.7658656116580476  1.0000
  Cl  Cl3       1.0  0.740382326990414  0.5000000000000002  0.7613579483342507  1.0000
  Cl  Cl4       1.0  0.25961767300958555  0.5000000000000002  0.2386420516657495  1.0000
"
wf_mace_mpa_am20_b3_10992,Li$_{2}$SiF$_{6}$,$P312$,0.02,1.85,6.61,-0.01,0.04873255344690449,0.028901303129965517,"data_image0
_chemical_formula_structural       Li2F6Si
_chemical_formula_sum              ""Li2 F6 Si1""
_cell_length_a       4.88586857638387
_cell_length_b       4.885868576383871
_cell_length_c       4.4787487345159995
_cell_angle_alpha    90.0
_cell_angle_beta     90.0
_cell_angle_gamma    120.00000000000001

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Li  Li1       1.0  0.0  0.0  0.4999999999999999  1.0000
  Li  Li2       1.0  0.6666666666666664  0.3333333333333331  2.2016777229027252e-32  1.0000
  F   F1        1.0  0.33223047478161694  0.9551909981861104  0.28134717765188594  1.0000
  F   F2        1.0  0.04480900181388939  0.3770394765955067  0.281347177651886  1.0000
  F   F3        1.0  0.6229605234044936  0.6677695252183831  0.28134717765188577  1.0000
  F   F4        1.0  0.04480900181388938  0.6677695252183834  0.7186528223481141  1.0000
  F   F5        1.0  0.6229605234044936  0.9551909981861105  0.7186528223481141  1.0000
  F   F6        1.0  0.33223047478161694  0.3770394765955064  0.7186528223481141  1.0000
  Si  Si1       1.0  0.3333333333333332  0.6666666666666665  0.4999999999999999  1.0000
"
wf_mace_mpa_am20_b3_32115,Li$_{2}$ZrCl$_{6}$,$P312$,0.02,1.79,4.28,-0.02,0.04754332290392205,0.026147944089072596,"data_image0
_chemical_formula_structural       Li2Cl6Zr
_chemical_formula_sum              ""Li2 Cl6 Zr1""
_cell_length_a       6.397510528176178
_cell_length_b       6.397510528176183
_cell_length_c       5.989472995552558
_cell_angle_alpha    90.0
_cell_angle_beta     90.0
_cell_angle_gamma    120.00000000000001

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Li  Li1       1.0  0.3333333333333337  0.666666666666667  0.5000000000000001  1.0000
  Li  Li2       1.0  5.904122274131363e-17  2.9520611370656803e-17  0.9999999999999999  1.0000
  Cl  Cl1       1.0  0.6606296932849319  0.6502895289188143  0.7385085809989269  1.0000
  Cl  Cl2       1.0  0.3497104710811866  0.01034016436611851  0.7385085809989266  1.0000
  Cl  Cl3       1.0  0.9896598356338824  0.3393703067150687  0.738508580998927  1.0000
  Cl  Cl4       1.0  0.3497104710811866  0.33937030671506874  0.26149141900107353  1.0000
  Cl  Cl5       1.0  0.9896598356338824  0.6502895289188141  0.26149141900107375  1.0000
  Cl  Cl6       1.0  0.6606296932849319  0.010340164366117843  0.26149141900107353  1.0000
  Zr  Zr1       1.0  0.6666666666666673  0.3333333333333338  0.5  1.0000
"
wf_mace_mpa_am20_b3_39695,LiLaCl$_{4}$,$I4_1/a$,0.01,0.44,4.28,0.0,0.021294871368725776,0.014520922912724499,"data_image0
_chemical_formula_structural       Li4Cl16La4
_chemical_formula_sum              ""Li4 Cl16 La4""
_cell_length_a       6.718846494374586
_cell_length_b       6.718846494374594
_cell_length_c       13.60943928590025
_cell_angle_alpha    90.0
_cell_angle_beta     90.0
_cell_angle_gamma    90.0

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Li  Li1       1.0  1.5653424898783016e-17  0.24999999999999992  0.6249999999999999  1.0000
  Li  Li2       1.0  0.4999999999999999  0.25  0.8749999999999997  1.0000
  Li  Li3       1.0  0.4999999999999999  0.7499999999999998  0.12500000000000003  1.0000
  Li  Li4       1.0  0.0  0.7499999999999998  0.3749999999999999  1.0000
  Cl  Cl1       1.0  0.21811711066601444  0.9173809866338236  0.04657737737718991  1.0000
  Cl  Cl2       1.0  0.28188288933398553  0.08261901336617579  0.5465773773771899  1.0000
  Cl  Cl3       1.0  0.1673809866338242  0.03188288933398552  0.29657737737719003  1.0000
  Cl  Cl4       1.0  0.3326190133661759  0.9681171106660142  0.7965773773771903  1.0000
  Cl  Cl5       1.0  0.7818828893339863  0.08261901336617594  0.9534226226228102  1.0000
  Cl  Cl6       1.0  0.718117110666014  0.9173809866338237  0.45342262262280975  1.0000
  Cl  Cl7       1.0  0.8326190133661758  0.9681171106660142  0.7034226226228102  1.0000
  Cl  Cl8       1.0  0.6673809866338242  0.031882889333985545  0.20342262262281008  1.0000
  Cl  Cl9       1.0  0.718117110666014  0.4173809866338242  0.5465773773771899  1.0000
  Cl  Cl10      1.0  0.7818828893339864  0.5826190133661749  0.04657737737718987  1.0000
  Cl  Cl11      1.0  0.6673809866338241  0.5318828893339855  0.7965773773771903  1.0000
  Cl  Cl12      1.0  0.8326190133661759  0.4681171106660144  0.2965773773771899  1.0000
  Cl  Cl13      1.0  0.2818828893339855  0.582619013366175  0.4534226226228098  1.0000
  Cl  Cl14      1.0  0.21811711066601452  0.4173809866338242  0.9534226226228102  1.0000
  Cl  Cl15      1.0  0.3326190133661758  0.46811711066601447  0.20342262262281005  1.0000
  Cl  Cl16      1.0  0.16738098663382417  0.5318828893339856  0.7034226226228102  1.0000
  La  La1       1.0  1.5653424898782972e-17  0.24999999999999992  0.12500000000000006  1.0000
  La  La2       1.0  0.4999999999999999  0.24999999999999992  0.3749999999999999  1.0000
  La  La3       1.0  0.4999999999999999  0.75  0.6249999999999999  1.0000
  La  La4       1.0  0.0  0.7499999999999999  0.8749999999999997  1.0000
"
